"globalid","bv_7gr_gi","bv_7jb_ba","bv_7jb_bt","bv_7jb_si","bv_7tk","bv_7se","bv_ad_te","bv_km_bt","bv_km_tk","bv_km_se"
"{94EC1C2E-41C5-4571-B6CC-E3F0DA4F3714}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{F9E95DCE-DC68-40FA-8714-BBBEABE7ACD4}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{2AE8CAD2-7996-43CC-B33A-6E8C1F308310}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{002A708F-CA2D-4DEB-BDFA-2F41F25FB7CC}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{C45EE058-5CF9-462D-AC22-6BFD3C99487E}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{DD14D37B-7250-468A-9A90-CC1112011F1D}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{905AC136-95ED-4A8B-8737-20451879C2D5}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{76383359-2F56-466D-B188-AF57F5E31F93}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{075517BE-9AEC-46B1-8290-582C77606FC5}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{74D1BB49-D4E7-4820-8E90-E146E9C8FA83}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{3069F841-FED7-40AA-86AC-9AE3C23633D6}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{0BBBB5A2-E9F5-47EC-BAB6-2F1A453465B3}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{2DEA883D-04FD-4B57-B68F-B23A889BEF67}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{8D4164CD-BEC0-47C7-B1DD-01AF6602DC22}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{7D7D70E7-724C-475E-ACDB-425B5DB15473}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{A2537CAB-C290-4273-ACF9-56FE9A12019F}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{BF03E3EB-0A84-4DAF-883E-758C5BB32ABA}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{FFC6D79D-3884-4C4F-BDC1-973AF1909319}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{6C059119-0237-40AA-B3EC-D36647C15D92}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{1169BF4E-3C22-4084-85FF-319D6C3437D6}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{42874BE0-9603-458F-AD0C-8A6456D12C0E}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{FF59CAEB-FD7F-47BF-B90A-483F79618996}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{A581CC83-4A12-4AFB-9B74-F206D05D25E4}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{95104876-B124-481C-893E-A17C137888E9}",NA,NA,"7JB-BT_3",NA,"7TK_0","7SE_0",NA,"7KM-BT_2","KM-TK_0","KM-SE_0"
"{31CED694-3F14-4726-817E-561E1080B25E}",NA,NA,"7JB-BT_3",NA,"7TK_0","7SE_0",NA,"7KM-BT_2","KM-TK_0","KM-SE_0"
"{A8BAA4C4-3ACE-4185-94A7-E7A018A1A7B2}",NA,NA,"7JB-BT_3",NA,"7TK_0","7SE_1",NA,"7KM-BT_2","KM-TK_0","KM-SE_1"
"{27D7A109-9065-41E2-A914-4CDE7705552C}","","","7JB-BT_4",NA,"7TK_0","7SE_1",NA,"7KM-BT_3","KM-TK_0","KM-SE_1"
"{EA71B5DB-25B7-419B-A4A9-B124CDBF9862}","7GR-GI_1","7JB-BA_1","","7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{3C7F6469-AE69-4F03-A408-733E632AB124}",NA,NA,"7JB-BT_4",NA,"7TK_0","7SE_0",NA,"7KM-BT_3","KM-TK_0","KM-SE_0"
"{E83C8626-E6D3-48C4-98BC-61E20A5960BC}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{A11BAD9B-EDDB-4C35-B040-3C951EB1732C}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{92EB0FE6-82C7-48E7-81EA-794A92A3DC44}","7GR-GI_1","7JB-BA_1","","7JB-SI_1","7TK_0","7SE_1","AD-TE_0",NA,"KM-TK_0","KM-SE_1"
"{7674A710-4432-4884-B54A-38568750AD75}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{24A77F80-E350-4934-A978-5B2E7C51D214}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{C5CE02B3-F5D2-4B2C-BBA4-FC16F8990AAD}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{AEDAB598-8738-4949-B992-51FB3CF2FEB4}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{A25C1775-38DB-43BD-9E6F-E0A77D68CBCA}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{B74F6801-5A66-4CA6-AE62-F2C39EAEA818}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{43C0193A-90B2-4077-BE6E-84ADF489816C}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{110F0111-71F6-403E-829D-DE7975717541}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{F45705A3-AC4A-476C-B945-7533FB9E9FF5}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{A2B1532F-D86D-40A7-88FD-5908679D7B54}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{787AF26C-E8BE-445B-ACC5-9366E0D434CD}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_X",NA,NA,NA,"7KM-BT_1",NA,NA
"{9D24373B-C439-4ECE-BBBA-76431442BDEB}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_X",NA,NA,NA,"7KM-BT_1",NA,NA
"{D30F2BFC-9EB1-4DFC-9D10-DD5EB7E23103}","7GR-GI_1","7JB-BA_1","","7JB-SI_X","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{3ED2D72B-808B-4091-8B4C-E6C122C746F7}","7GR-GI_1","7JB-BA_1","","7JB-SI_X","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{3E66047F-B410-47D9-98EA-FE3422371C29}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_X",NA,NA,NA,"7KM-BT_1",NA,NA
"{A0D17874-9FF8-4AC5-8C68-0492AFF8044D}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_X",NA,NA,NA,"7KM-BT_1",NA,NA
"{A6B2FB17-FC91-4944-BA42-3DF6807D5F99}","","","",NA,"","",NA,NA,"",""
"{E907A0BC-FC9B-4359-B616-2CA8C4090646}",NA,"7JB-BA_3","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{D339B5B1-2C22-452E-B045-E5A9ABEC7AD4}",NA,"","",NA,"","",NA,NA,"",""
"{175524A6-5944-4E4A-9632-E16DD3B2A42A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{60427210-0B15-40B1-8F98-D6680E5517B0}",NA,"7JB-BA_3","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{05AF0DF8-0744-4331-9864-43F96BBCE1C4}","","7JB-BA_3","7JB-BT_2","7JB-SI_1","","",NA,"7KM-BT_1","",""
"{1FDD045D-E5C4-4A33-AFEF-79003491BC75}",NA,"7JB-BA_3","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{3490F00D-5FCD-4BD8-967A-80E8E11CCFEB}",NA,"7JB-BA_3","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{2684CE31-245A-4BD7-8C5A-CB4773B387B6}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{3CB5F195-630F-4558-979B-E2662A6892E2}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{3AD29ED0-7E68-4B0C-9150-FBB2A723CE7F}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{4AA49250-8E59-4E93-978A-6F7591A0D762}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{A22D2BDF-549B-4482-B21D-ADFCD04266BE}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{0385FCF7-D8DA-4632-8DB0-472AAB6C6D95}","7GR-GI_1","7JB-BA_1","","7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{31D783E3-CCFF-446E-A711-527A25328410}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{A264708F-667C-4394-BA1E-B8704D8EE44A}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{932FEC0F-2B1C-4470-ADAE-C2247AC5C7A4}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{B1542B79-2E5E-4B21-A1C0-6223E6525471}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{98403B81-12B5-4D97-BC4B-E9CC3160CAF6}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{12EFDC86-46DF-4517-AE20-011019A66DD4}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{FF9D3144-558D-4853-BA33-011617A928F2}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{C6D657A3-CED3-4EFA-AA0C-E0D5AE06F7AF}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{2A6A58AF-DCB7-471A-A301-9E0C51110F6F}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{553081C5-7065-4994-ABAB-58BD8B24EC95}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{BAD80F90-C0EF-4B27-A461-2C7B7FF11D6B}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{97D8CE53-13D5-4A46-83DD-110E7CD1B49D}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_1","","",NA,"7KM-BT_1","",""
"{BA55C86F-20F0-49D2-8E11-F7A78C5A286E}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{71B091B1-765F-4F77-B824-03B075C9DFC8}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{6968CBC9-078A-4C8F-826D-951AC1BE88BD}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{1C42A1E4-AFE2-48EA-9C1E-FFCFB1C688FF}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_1","","",NA,"7KM-BT_1","",""
"{F272FEB0-16AA-4FCA-BDD6-DDF5A36F8BE0}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{6667935C-98A5-45D0-B86A-9CEA488484D0}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{3F6F7420-FDB5-4877-B0CE-C96FEDC71B44}",NA,"7JB-BA_3","7JB-BT_3","7JB-SI_1",NA,NA,NA,"7KM-BT_2",NA,NA
"{B031F764-821A-4065-9502-5B6BB5EF9006}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{78B854BE-EED9-4FC5-AA9E-74CB62C21A76}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{54FD0F75-3955-46E7-AAFC-9E905B8B2F00}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{A1335015-506F-4881-9E87-E88BE441EA80}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{6D41A8EC-FB75-4858-842C-2F590EC6CD69}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{6C645533-A03D-4874-9115-DE756E974F75}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{EF800224-B072-4E19-9468-021695823450}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{79173FE3-23E9-4C0B-BD53-DF6E59133140}",NA,"7JB-BA_2","7JB-BT_2","7JB-SI_1",NA,NA,NA,"7KM-BT_1",NA,NA
"{762A3924-BFBB-47D0-81C6-E40F08825094}","7GR-GI_1","7JB-BA_1","","7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{5D61971F-1B13-4CD5-9345-8BD7ACBF6FB3}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{0A154F61-1311-44D3-BE8C-267C9885DBD2}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{D7B247C1-0CF4-440F-82EA-BACD10054860}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{17C24540-81D7-409C-94D1-A4467BC43D8A}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{E5B801E5-C5A9-4D91-8C47-1B6103D4A707}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{8D4B40FB-6050-4BE5-920B-C83E524CF268}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{8A1CA407-8F49-4687-A336-DD952CC9D2A8}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{5718956E-6382-4681-A495-BEBACF6904BE}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{247BF319-09DF-465F-A0E3-3E98547516D4}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{E212285D-DCF3-4C6E-8070-3625060B2A9F}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{DF78D45C-7F80-4F49-8821-C4CFC071EA01}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{EBDD1000-008D-42C4-A0A9-7BF3DE9F6CED}",NA,NA,"7JB-BT_4",NA,"7TK_0","7SE_0",NA,"7KM-BT_3","KM-TK_0","KM-SE_0"
"{A7FC5068-C484-4578-9076-1B29E23B27F6}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{1BA6C96B-F5A3-418A-9B26-A1969173A366}",NA,NA,NA,NA,"7TK_0",NA,NA,NA,"KM-TK_0",NA
"{EBA5DE78-5297-4CE7-9EDC-2E403C19A4F3}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{14C2EDD2-C2E7-473C-B9B0-ECAD2386C523}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{BBCEBFB8-811F-47A6-8899-639A54DB344F}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{44A082CD-BD08-4762-84DC-2A0A6F3E3307}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{7135AC08-8453-4B1D-97C0-9F07279B600E}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{989735B4-E8EE-42F0-8C06-01F8CFF5C250}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{04870697-7194-424D-8F32-69FC2B98C263}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{A8FB8727-54DB-40C2-8FFA-168EFDEB8C94}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{31EF296A-6778-4386-AB1B-E11C08062D87}",NA,NA,"",NA,"","",NA,NA,"",""
"{1D0DF70B-06E1-4F13-843D-B82875732810}",NA,NA,"",NA,"","",NA,NA,"",""
"{3CA6FCA4-600B-470A-BF1A-7E60FE3E4897}",NA,NA,"",NA,"","",NA,NA,"",""
"{1CE3C356-1553-4B13-A9C4-850E6A7400D2}",NA,NA,"",NA,"","",NA,NA,"",""
"{E1F45FA3-3D1E-4C1C-AF5D-797F92D5CFFD}",NA,NA,"",NA,"","",NA,NA,"",""
"{1AF12863-98CF-4D87-9468-00E6DD3C9CCC}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{37585616-4966-4B98-A3FF-2289F546D9FC}",NA,NA,"",NA,"","",NA,NA,"",""
"{54B7CF0D-48FA-453F-83C5-DBBC59D2C3FA}",NA,NA,"",NA,"","",NA,NA,"",""
"{62001ED7-F7CA-4B5F-A1F1-C1B295CD3BF8}",NA,NA,"",NA,"","",NA,NA,"",""
"{20DEE677-01E2-4832-80CD-10BEF8C81570}",NA,NA,"",NA,"","",NA,NA,"",""
"{90787F14-F3BF-4353-9B63-A946698FD640}",NA,NA,"",NA,"","",NA,NA,"",""
"{7573F653-3954-4E17-BC84-AE041C37C361}",NA,NA,"",NA,"","",NA,NA,"",""
"{926397F3-9FD4-4265-BFD0-FA4E97B8E245}",NA,NA,NA,NA,"7TK_0",NA,NA,NA,"KM-TK_0",NA
"{2B83CB8D-162E-4938-A376-E26DE1456070}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{0E066F64-AF86-4DEC-BCB9-ECFDBD0603FF}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{58164736-7F2E-4233-BF6B-4FFC415C005C}","","","7JB-BT_2",NA,"7TK_0","7SE_1",NA,"7KM-BT_1","KM-TK_0","KM-SE_1"
"{38B3424B-3794-412E-A4C4-2348F1086540}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{0B5F8A33-B3C4-4E3E-8FE5-ED6F31B8F243}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{47850E96-2932-4715-B3EC-D42CFFCC4A61}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{BED159C2-7D04-45DC-A07A-59DEEDC6B7F7}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{7A19D1ED-158B-4F97-B12D-2115EFA0F9DC}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{9BA174D8-F065-4EA4-B4F7-C586BC9DBF4D}","","","7JB-BT_2",NA,"7TK_0","7SE_1",NA,"7KM-BT_1","KM-TK_0","KM-SE_1"
"{23D2A368-AD5A-4E4A-A178-B9B00437909A}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{2D2CFD6B-94D0-48AE-A062-6A7D6681DED8}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{95440615-F617-4270-B27A-030DC48FD6F5}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{1106C28A-2A53-44F9-B8D5-749AC73614E0}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{4A6377BC-6246-44E8-9AD5-A80129BA622C}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{DFFB2636-D16C-403C-95A4-A09263FA4ECD}","7GR-GI_1","7JB-BA_1","","7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{190DDDA0-FA7F-4589-BBA8-E48A1D4CABF5}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{9B0C721A-30C3-42DB-910C-F155EF0642E5}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{1C0FC374-BD79-4AF6-AE89-8C154620624D}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{4521F8AB-4F34-40A5-A8D1-C65B316F98F3}","","","7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{F9655070-E8FB-4258-851B-ABE08297ABA9}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{B152DF99-7232-483A-8AF6-F3852849321F}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{0B22C95C-3264-47BC-9474-3EE3D089077E}",NA,"","7JB-BT_2",NA,"7TK_2","7SE_0",NA,"7KM-BT_1","KM-TK_2","KM-SE_0"
"{6EB43035-0529-42F4-BF55-8B5670C0CDD3}",NA,NA,"7JB-BT_3",NA,"7TK_0","7SE_0",NA,"7KM-BT_2","KM-TK_0","KM-SE_0"
"{7891A4E0-B914-4804-9FA8-3F963F7F5C46}","7GR-GI_1","7JB-BA_3","","7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{2764CC5B-50BE-4E6C-9EC2-DA7A47C5C74E}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_1",NA,"7KM-BT_0","KM-TK_0","KM-SE_1"
"{23F295F8-E7B3-42BC-A5F5-8C831C4D1DA3}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{5B2473F1-C640-4FA4-B899-2BFC84110AEA}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{0894DE09-B200-4930-B2FB-89407FA82BC3}",NA,NA,"7JB-BT_3",NA,"7TK_0","7SE_0",NA,"7KM-BT_2","KM-TK_0","KM-SE_0"
"{273B8B58-F68D-4C5B-BEE3-F9270ADA8675}","","","7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{EAEDEF62-E636-42A6-BE8F-4E800051F02B}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{5C5BC6DB-DF0A-4C12-AE68-C1A2772843D6}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{7F085766-9380-43B7-897B-FC9117228A78}",NA,NA,"",NA,"","",NA,NA,"",""
"{6CEC5C38-4363-4B33-B43A-78C3CA0B6AF3}",NA,NA,"",NA,"","",NA,NA,"",""
"{A4DF24BC-89FD-4EC0-9067-A1E9EBEAD0D1}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{85CDD544-AD85-4C23-8687-7C71068A83A1}",NA,NA,"",NA,"","",NA,NA,"",""
"{883FA297-B3A2-481D-913F-0F7D66FDECAA}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{18DA76C6-D15F-4FBD-8996-DC1B3E4F1BAF}",NA,NA,"",NA,"","",NA,NA,"",""
