"globalid","bv_7gr_gi","bv_7jb_ba","bv_7jb_bt","bv_7jb_si","bv_7tk","bv_7se","bv_ad_te","bv_km_bt","bv_km_tk","bv_km_se"
"{B3A03D40-EA4E-4E4F-8FA0-A5FD96D44F37}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{07019AF1-6A51-441A-A9E7-F74A4F1472A5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{00C75C7D-70A0-40B7-A43D-1FB83A4108EE}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{8213D53A-A0EB-47BE-BCE2-0A6D267F1F59}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{AE07E4F7-E832-4399-B2D6-FA2B3926DCE2}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{2B627129-43D3-4A38-B2DC-7F032CBFF10F}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{C02B3800-8ADD-49BE-9ED1-E1EADE3843EB}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{85586A80-718C-464D-BD41-0C6681E36468}",NA,"7JB-BA_5","7JB-BT_3","7JB-SI_1",NA,NA,NA,"7KM-BT_2",NA,NA
"{F0EC3958-33D8-4A05-9BDA-3200E6A328E2}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{1BB897A2-562E-46BA-8D5D-20D784619138}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{F5F0F01E-66F3-4186-A055-779A0F3D7473}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{9ED2F283-71B3-4690-811C-B5EA885E12F7}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{93FCDD7A-8009-4988-BBE0-D12E7537F250}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{9C702379-D4E0-4AC8-BB47-816BB1F95403}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{93730618-72A4-49BA-B433-5D43334C6A5B}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{BE8D9B18-24A7-4A71-B7AD-9D18015A595D}",NA,NA,"7JB-BT_2",NA,"7TK_0",NA,NA,"7KM-BT_1","KM-TK_0",NA
"{1F35F4CD-69C7-4943-80EC-57F5BDDF8671}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{A3596714-385B-4335-AFEC-885FE68CD6E1}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{78E127D4-8871-49BC-8E71-367527EE0C49}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{34A2F21B-E9ED-439C-BE09-EA64E641B5A4}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{95425C41-6670-4089-9C2C-5724AD5860E3}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{51CB58EE-6D5D-4B84-B449-9C8A213FCE5A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{4A7AB564-4904-4D9D-84F1-23EE6C15C2E6}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{9BBE1EEC-01A8-43E8-A021-0B4340BB0F4D}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{30CEA49B-A36D-4C5B-B2D5-6F059A3A1542}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_1","AD-TE_0",NA,"KM-TK_0","KM-SE_1"
"{C5BF1522-4956-4160-AD81-35BF627DDEE9}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{9ADCBF60-17DB-41FE-B1EE-5C94E7A1E72F}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{FEE48912-851E-4E6A-AEDE-2CF770512A15}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{A1A761B5-B4BE-4560-B1E1-172B9F3C9618}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{E050F6C2-CDA5-4875-83DC-5481518B26CB}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{9CC43E87-53E6-4E43-B885-532BD747395C}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{C0773884-CCD0-4803-B774-BF439BEF6456}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{238152E0-F209-4839-B157-61874C4E58AC}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{EF40B731-555C-467C-9099-DCEA5DD32436}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{283B0C0B-AAE7-4B97-90BD-AA35C96C0467}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{3E675CCD-09C4-4901-A81C-70DDBF994FF0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{A2E1E4EF-CAA1-46B7-A7F2-F43E751F1725}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{1417AFD7-5A4C-4DB6-A1DC-4FAE6063EBA8}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{001A3476-6915-4A27-9397-F9F661069AE9}",NA,"7JB-BA_1","7JB-BT_1","7JB-SI_1",NA,NA,NA,"7KM-BT_0",NA,NA
"{268F446F-0C61-49BF-B3DB-01F151CD7319}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{12749F17-8BA1-4EB2-84A3-633846AEC586}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{169BD197-7D47-4271-AE69-AC618143B671}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{0E22CF70-8627-41FA-A073-493C628E51B2}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_1",NA,"7KM-BT_1","KM-TK_0","KM-SE_1"
"{2DD39BB9-EC49-4379-8F1A-64ADE7DD2FD8}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{B53870E6-7E51-4DF1-8C17-E3BE72875063}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{FEDFFD62-069C-45EF-B32C-6E7F66A0156F}",NA,"7JB-BA_2","7JB-BT_1",NA,NA,NA,NA,"7KM-BT_0",NA,NA
"{839EE5F9-5763-4DBD-83D8-219A2190E022}",NA,"7JB-BA_1","7JB-BT_1",NA,NA,NA,NA,"7KM-BT_0",NA,NA
"{C85C97E1-290F-42AB-BB50-E3DFD58E2661}",NA,"7JB-BA_2","7JB-BT_1",NA,NA,NA,NA,"7KM-BT_0",NA,NA
"{33EAF3BC-AE33-4D06-95C8-7E8E4043AC01}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_1",NA,"7KM-BT_0","KM-TK_0","KM-SE_1"
"{DE922124-9A4C-42A0-99C0-8CDAE56DE629}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{9E83857B-AF29-4C8E-A5FE-974664F5C865}",NA,NA,"7JB-BT_1",NA,"7TK_0","7SE_0",NA,"7KM-BT_0","KM-TK_0","KM-SE_0"
"{2E4862FE-8B56-4250-84B3-AAC33B402C45}","7GR-GI_1","7JB-BA_2",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{95033ADC-BEF1-4C5C-8324-F6DD10F6A2D2}",NA,NA,"7JB-BT_2",NA,"7TK_0",NA,NA,"7KM-BT_1","KM-TK_0",NA
"{DD2E5219-734F-4AF5-BAD3-F929EC75DBFA}",NA,NA,"7JB-BT_3",NA,"7TK_0",NA,NA,"7KM-BT_2","KM-TK_0",NA
"{CE1E7546-CA1A-445A-9E3A-55503B12501E}",NA,NA,"7JB-BT_2",NA,"7TK_0",NA,NA,"7KM-BT_1","KM-TK_0",NA
"{38E2470F-3E0F-4283-97B9-71DB015F8F20}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{0B4F0A1F-C47F-44F3-A98D-75A6B58170EB}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{3A83318C-FE47-4CDD-8CFF-2EE9929D93BC}","7GR-GI_1","7JB-BA_1",NA,"7JB-SI_1","7TK_0","7SE_0","AD-TE_0",NA,"KM-TK_0","KM-SE_0"
"{3904F2C3-69C8-450D-8685-33421432BAFF}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_0",NA,"7KM-BT_1","KM-TK_0","KM-SE_0"
"{9E3D830A-CCF7-4B66-9053-84C33D29A016}",NA,NA,"7JB-BT_2",NA,"7TK_0","7SE_1",NA,"7KM-BT_1","KM-TK_0","KM-SE_1"
"{628B2427-2D0D-4173-83D5-742F63AA2861}",NA,NA,NA,NA,"7TK_0",NA,NA,NA,"KM-TK_0",NA
"{5A58634C-877C-4BD3-849C-C48E11090346}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{A2C3811C-570A-4420-BDC5-43395872C214}",NA,NA,"7JB-BT_1",NA,"7TK_2",NA,NA,"7KM-BT_0","KM-TK_2",NA
"{1FAF2BC9-F0BE-433F-8406-E92052E7D1D8}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{94C7CC45-DD6B-43A2-BA01-5C3C66108216}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{2B4DCB7E-C75F-4286-BA97-4E934F2F0990}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{B4583704-3DEB-40A6-B565-460B5426559A}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{B23B4842-5B0F-4FD6-B138-0882186B18E6}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{1E23A631-75FA-4829-998E-5B82E93D5087}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{9AEE6835-EE92-4E88-8D8D-78C11E96778E}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{FE3221DA-FF67-45BD-B93D-07A963E88269}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{1A779018-86DC-4CDC-B19F-2B68D4F22666}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{08DCF210-9F87-490C-8CE7-A0F4E1A40DE2}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{7DA88824-451B-48F7-BEBF-C3499C5DAE4D}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{8C390E8F-7537-487C-9380-FE1E530679C5}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{2B042A48-18A3-42E6-B234-6CE3B6CE3EB4}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{E9A9BADF-388F-4750-B5B4-3E45D4D7033C}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
"{203C7131-E3F6-4D1E-9B3A-1CD197945232}",NA,NA,"7JB-BT_1",NA,"7TK_0",NA,NA,"7KM-BT_0","KM-TK_0",NA
