"globalid","kartleggingsenhet_1m2","ano_GT"
"{85A66EBB-3813-4A30-8F7B-C3759DE49B43}","T1",NA
"{7EC2BC43-B4D1-48D4-8AB5-493DD57C07A4}","T2-C-1","NA T2-1"
"{745FA817-1C0F-4A57-8475-76FD5C83F588}","V1-C-5","NA V1-22"
"{745FA817-1C0F-4A57-8475-76FD5C83F588}","V1-C-5","NA V1-21"
"{6A360A46-28FA-48B7-B5A5-DFF9D58FC68B}","T45",NA
"{4DB530C0-9161-4F69-82DA-798F99D0FCEE}","T45-C-2","NA T45-3"
"{3CB2F0F0-3568-490A-A324-13DE25A95870}","T45-C-2","NA T45-3"
"{D7C2859B-E447-4183-AF73-E4197EDB39AF}","T45-C-2","NA T45-3"
"{FB577C5E-C9E4-4284-B039-8BA2F464C715}","T45-C-2","NA T45-3"
"{54052159-1077-45E5-8E39-BE1F10ABEC71}","T45-C-2","NA T45-3"
"{2E802D53-F8AF-4B10-B85D-91AD36375A44}","T4-C-6","NA T4-6"
"{2B718665-E842-446E-B920-0DECF3BE0BE9}","T4-C-5","NA T4-5"
"{6F486526-6ABF-450B-A374-8F36577E0D77}","T35-C-2","NA T35-3"
"{6F486526-6ABF-450B-A374-8F36577E0D77}","T35-C-2","NA T35-2"
"{6091EADF-FA04-4836-863B-83A7C7942DCA}","T35-C-2","NA T35-3"
"{6091EADF-FA04-4836-863B-83A7C7942DCA}","T35-C-2","NA T35-2"
"{1A71EC28-B015-4790-9CBD-09F5EF929F38}","T45-C-2","NA T45-3"
"{209780E6-ED94-403D-91C6-393B4B847F32}","T4-C-3","NA T4-3"
"{ACD3B22A-0490-432B-B645-B84AF2A1E277}","T4-C-6","NA T4-6"
"{B0B23672-BC72-4B25-8CD7-39EB2B8F8058}","T4-C-5","NA T4-5"
"{9522B280-DC99-490C-8928-D0A7EB57748B}","T45-C-2","NA T45-3"
"{C743BD09-6404-44ED-956C-62494EDCDE91}","T4-C-3","NA T4-3"
"{C6C89987-341A-48E8-B981-3FF223D027C2}","T4-C-3","NA T4-3"
"{0EA36289-8EEF-4B21-8D11-D2841E498A40}","T4-C-18","NA T4-18"
"{B9967EFD-4955-4520-B6BD-E4D7535CABFA}","T4-C-1","NA T4-1"
"{27C40873-8F42-4411-A131-836B75F31E77}","T4-C-5","NA T4-5"
"{0C824C4E-C804-45ED-A1BA-45E5269019F5}","V1-C-5","NA V1-22"
"{0C824C4E-C804-45ED-A1BA-45E5269019F5}","V1-C-5","NA V1-21"
"{EAB6D59E-029F-4485-AB75-32DCEB655E11}","T4-C-1","NA T4-1"
"{FF1C6B30-C340-4402-9CEF-441141977AB1}","T4-C-1","NA T4-1"
"{EE44A4DA-D7BC-4AE3-805A-3BDB5274E0F0}","V1-C-5","NA V1-22"
"{EE44A4DA-D7BC-4AE3-805A-3BDB5274E0F0}","V1-C-5","NA V1-21"
"{28A1EDFD-E7B3-492C-8EAF-5E6E4C8D7004}","T4-C-5","NA T4-5"
"{BC8C6CE5-83AC-45DC-8B9D-AE1CF2F2F1EB}","T4-C-5","NA T4-5"
"{3D0B9F46-5087-4DB8-92F0-B6B70CA2634D}","T4-C-1","NA T4-1"
"{4B775C11-4415-485F-BDFA-167D6F201CAD}","V1-C-5","NA V1-22"
"{4B775C11-4415-485F-BDFA-167D6F201CAD}","V1-C-5","NA V1-21"
"{EAA27728-B255-4401-B1BA-175E3427CA2E}","V1-C-6","NA V1-24"
"{EAA27728-B255-4401-B1BA-175E3427CA2E}","V1-C-6","NA V1-23"
"{32501C0C-0E11-4B03-9C27-25324D047FA7}","T4-C-5","NA T4-5"
"{6642CB5F-2A5C-4421-A960-9A33F212C105}","T4-C-1","NA T4-1"
"{ABF853BD-D1DB-4338-AFA3-773B6D06CE25}","T4-C-1","NA T4-1"
"{6B14F8D2-D248-464A-A20F-D250ACB1360A}","T4-C-5","NA T4-5"
"{FD86E366-2AD8-4F80-B2DA-A889E11253E7}","T4-C-5","NA T4-5"
"{D75DA32B-9B2D-475A-959B-5BCC6269BB2D}","T4-C-5","NA T4-5"
"{E751348F-23F6-4FF1-A34C-33361ECDFC74}","T4-C-5","NA T4-5"
"{4BCCFBAD-FEE5-41FE-A5EB-505FBD9B84E6}","T35-C-2","NA T35-3"
"{4BCCFBAD-FEE5-41FE-A5EB-505FBD9B84E6}","T35-C-2","NA T35-2"
"{C5C4F8F4-4F01-419F-8124-668BE18A3468}","T35-C-1","NA T35-1"
"{06DE6240-0EE6-4250-8226-5156FE4DB2AC}","T43",NA
"{0536BD23-2DB5-440D-A7FB-8D98E63CE1B7}","T43-C-1","T43-1"
"{03B8FBD3-4F02-46D2-A66E-23CB6F37B096}","T4-C-7","NA T4-7"
"{2080B0B6-501C-4818-87B5-2747CAE6B7D6}","T39-C-4","NA T39-8"
"{2080B0B6-501C-4818-87B5-2747CAE6B7D6}","T39-C-4","NA T39-7"
"{4AC83A9B-EECE-425F-B2F1-C4DC60221B19}","T4-C-6","NA T4-6"
"{9A99F736-69B2-4519-9847-38FFEA3D0B05}","T35-C-2","NA T35-3"
"{9A99F736-69B2-4519-9847-38FFEA3D0B05}","T35-C-2","NA T35-2"
"{82B19E1E-6717-4F22-90C6-404C45F08B41}","T4-C-3","NA T4-3"
"{F07CC1D2-8C8F-4162-8B42-B7AACAD48466}","T4-C-6","NA T4-6"
"{4456C448-BEEC-4CED-A4C5-A469482A909D}","T4-C-1","NA T4-1"
"{C70AB370-E3FD-4136-AA27-79BD5C787F28}","T4-C-7","NA T4-7"
"{E96B410D-E34C-4778-9349-676F0FF58E6A}","T4-C-18","NA T4-18"
"{54DB0543-F7ED-43DE-9C37-62F11F44D23E}","T4-C-6","NA T4-6"
"{AE59ACDF-023C-48A8-AE26-8DDE0CAC1D43}","T4-C-6","NA T4-6"
"{B17ED0DB-A865-409D-B09A-A62A95BA0A00}","T40-C-1","T40-1"
"{9111366A-C087-4B6E-9C60-C7A8940DA382}","T4-C-18","NA T4-18"
"{7A8FB097-F1AD-4ABE-96C3-DF11004F8EDC}","T4-C-6","NA T4-6"
"{93F7C624-2351-4A4A-B852-080CA7FBCD46}","T4-C-1","NA T4-1"
"{D2423B06-13AB-495F-BB10-2802D6C42867}","T35-C-1","NA T35-1"
"{05CE26FE-6618-45CB-96D3-33ECCC416D5C}","T35-C-1","NA T35-1"
"{69909D8C-4C86-4737-AB0B-8BC4265155CD}","T4-C-2","NA T4-2"
"{41CDD4D6-442D-4313-869E-ADF9FD6E669B}","T4-C-6","NA T4-6"
"{F8F14F0D-EECA-4BB2-B73D-8C5C5799E5A9}","T4-C-2","NA T4-2"
"{96A5089C-9956-4CEA-94D6-4DB77732505F}","T4-C-2","NA T4-2"
"{D54A7382-77F1-45A5-937F-C383BF84C35E}","T4-C-1","NA T4-1"
"{CAAE812E-D852-48D3-8160-190D399C8311}","T4-C-2","NA T4-2"
"{B7FEF9C2-0FEC-4C2D-8AA6-C32279691C86}","T43-C-1","T43-1"
"{2EC03C85-0F19-4172-A76A-43F8AA1486A3}","T35-C-2","NA T35-3"
"{2EC03C85-0F19-4172-A76A-43F8AA1486A3}","T35-C-2","NA T35-2"
"{69D3BF39-7FC4-478F-B768-82C18A9C3CA7}","T45-C-3","NA T45-4"
"{2AB2E09C-635A-4DB1-A02D-47D3EE1535CA}","T35-C-2","NA T35-3"
"{2AB2E09C-635A-4DB1-A02D-47D3EE1535CA}","T35-C-2","NA T35-2"
"{5E44F83E-A97C-47A3-BE33-8A56D1B0D141}","T35-C-2","NA T35-3"
"{5E44F83E-A97C-47A3-BE33-8A56D1B0D141}","T35-C-2","NA T35-2"
"{C3FD3EBE-F7D3-4119-B884-3D33058D1338}","T39-C-4","NA T39-8"
"{C3FD3EBE-F7D3-4119-B884-3D33058D1338}","T39-C-4","NA T39-7"
"{322FB942-5839-45E7-9E65-7D22E2031F52}","V1-C-6","NA V1-24"
"{322FB942-5839-45E7-9E65-7D22E2031F52}","V1-C-6","NA V1-23"
"{8D677E3B-918A-4FD9-A51C-62A8A3070BFA}","V12-C-2","NA V12-2"
"{044982AC-B62D-42F9-99EE-1E82B7C9119A}","T4-C-1","NA T4-1"
"{BF8CC791-D20F-4FAC-88C4-034705D2AF46}","T4-C-1","NA T4-1"
"{14B44690-8E92-4E74-8314-EFF0133680CA}","T4-C-18","NA T4-18"
"{C965558B-FA9C-4B82-9BCD-DF708A666ED6}","T35-C-1","NA T35-1"
"{DC6502C0-232C-4ACF-98DF-974533A7802E}","V3-C-1","NA V3-2"
"{DC6502C0-232C-4ACF-98DF-974533A7802E}","V3-C-1","NA V3-5"
"{DC6502C0-232C-4ACF-98DF-974533A7802E}","V3-C-1","NA V3-1"
"{DC6502C0-232C-4ACF-98DF-974533A7802E}","V3-C-1","NA V3-7"
"{DC6502C0-232C-4ACF-98DF-974533A7802E}","V3-C-1","NA V3-3"
"{DC6502C0-232C-4ACF-98DF-974533A7802E}","V3-C-1","NA V3-4"
"{006037CE-4C3C-4FFD-8643-A36B2EAA2013}","T4-C-2","NA T4-2"
"{3353BE79-E488-4798-AA8B-93A8240993C7}","T4-C-5","NA T4-5"
"{100D04E4-C7DA-4894-97EB-B9166CC19722}","V2-C-1","NA V2-2"
"{100D04E4-C7DA-4894-97EB-B9166CC19722}","V2-C-1","NA V2-1"
"{D3EDB30C-A8F4-4192-AC72-CE61186A69AC}","V1-C-5","NA V1-22"
"{D3EDB30C-A8F4-4192-AC72-CE61186A69AC}","V1-C-5","NA V1-21"
"{AAA3033C-3F47-49D5-90EB-2A60FBEA5449}","V3-C-2","NA V3-6"
"{D50C9094-99C4-472B-AC15-10A3408489CF}","T4-C-2","NA T4-2"
"{C11FFD33-6687-4611-8FB3-F0304BD33828}","V1-C-3","NA V1-12"
"{C11FFD33-6687-4611-8FB3-F0304BD33828}","V1-C-3","NA V1-11"
"{C11FFD33-6687-4611-8FB3-F0304BD33828}","V1-C-3","NA V1-10"
"{C11FFD33-6687-4611-8FB3-F0304BD33828}","V1-C-3","NA V1-13"
"{E91C4053-C697-4AB9-9389-03C67524A421}","T4-C-5","NA T4-5"
"{46939178-C50F-4407-9DA5-84C760835993}","T4-C-3","NA T4-3"
"{18DCECB5-07EF-4059-BDB0-7C25FA2280FB}","T4-C-1","NA T4-1"
"{C04DEA3C-D4B2-45FF-A56C-4F9020F5E6E6}","T4-C-5","NA T4-5"
"{A892AB05-AD73-4640-BAEE-03E0D79CFD89}","T4-C-3","NA T4-3"
"{CB6E5094-3534-4B6E-80F3-7E92FA591598}","T4-C-19","NA T4-19"
"{16ADEDDE-CA63-458E-9929-E0260670BCDD}","V1-C-1","NA V1-5"
"{16ADEDDE-CA63-458E-9929-E0260670BCDD}","V1-C-1","NA V1-2"
"{16ADEDDE-CA63-458E-9929-E0260670BCDD}","V1-C-1","NA V1-3"
"{16ADEDDE-CA63-458E-9929-E0260670BCDD}","V1-C-1","NA V1-1"
"{16ADEDDE-CA63-458E-9929-E0260670BCDD}","V1-C-1","NA V1-4"
"{31879E2C-44D6-4795-BA57-955F47FD4DE7}","T4-C-6","NA T4-6"
"{22973695-173C-487B-8402-2688886A61D1}","V3-C-2","NA V3-6"
"{282E6873-86C1-4CEF-AB3C-033E7ACCA709}","T43-C-1","T43-1"
"{FCBF1296-9E60-4F12-B8E5-DDCBF4EE3265}","V1-C-6","NA V1-24"
"{FCBF1296-9E60-4F12-B8E5-DDCBF4EE3265}","V1-C-6","NA V1-23"
"{4A09EC08-76DF-4C71-8C98-FE23C31F61AA}","T36-C-1","NA T36-1"
"{65DD1922-2686-4B82-864D-8CA43CB7CB4C}","T36-C-1","NA T36-1"
"{B2AB6521-4939-4CCD-AF22-BB0D46F3A792}","T36-C-1","NA T36-1"
"{C8FE72BB-07C6-4D2F-8F82-DAB798701E9D}","T35-C-2","NA T35-3"
"{C8FE72BB-07C6-4D2F-8F82-DAB798701E9D}","T35-C-2","NA T35-2"
"{03AE499B-9613-46F1-9BD1-8E6805578C07}","T4-C-5","NA T4-5"
"{A5871567-2F30-4731-99BC-D8C02EE0E33B}","T4-C-1","NA T4-1"
"{4368A32A-F8B8-4CDC-AA0A-FF3F68C6B101}","T4-C-5","NA T4-5"
"{BC61B855-E3AC-4314-BB67-29B4E9C846B7}","T4-C-2","NA T4-2"
"{25B56FAE-83EB-4DB9-A260-8193E58FBE79}","T4-C-5","NA T4-5"
"{ABAA151A-7101-444C-B74C-432826E3D6A7}","T4-C-5","NA T4-5"
"{AA7FF39B-F769-4183-BD94-633108B31416}","T4-C-5","NA T4-5"
"{C9C12846-DC0F-440E-9F93-5ED91F16C3C9}","T4-C-6","NA T4-6"
"{960C59FB-128B-4DA1-87C5-A7EAAB7F049F}","V1-C-5","NA V1-22"
"{960C59FB-128B-4DA1-87C5-A7EAAB7F049F}","V1-C-5","NA V1-21"
"{9B73D35F-C873-49DD-B94E-28C919F43565}","T4-C-5","NA T4-5"
"{BDECDE5D-F942-40A6-9FD7-E803CB82020B}","T4-C-1","NA T4-1"
"{24B19946-71BB-443B-B00D-44F72AE9A362}","T4-C-5","NA T4-5"
"{1EB59A16-D3BC-48BF-93EE-755EEF114C8C}","V1-C-5","NA V1-22"
"{1EB59A16-D3BC-48BF-93EE-755EEF114C8C}","V1-C-5","NA V1-21"
"{9E5F7F2A-7027-456C-8395-8430B3D94351}","T4-C-5","NA T4-5"
"{874EF403-00E9-450B-91B8-806D84032000}","T4-C-1","NA T4-1"
"{B03B6418-7ECF-42BD-8C7F-47027F9FBDDA}","V2-C-1","NA V2-2"
"{B03B6418-7ECF-42BD-8C7F-47027F9FBDDA}","V2-C-1","NA V2-1"
"{A3B3D3C1-BF27-4F62-9CB5-53E16F58744A}","V2-C-1","NA V2-2"
"{A3B3D3C1-BF27-4F62-9CB5-53E16F58744A}","V2-C-1","NA V2-1"
"{05424824-8079-408E-81AD-8AFF541A06CE}","T4-C-1","NA T4-1"
"{22C31125-EF08-4CA5-AD74-B2A64DAFC9AC}","T4-C-1","NA T4-1"
"{99A01C84-8085-4D7F-A9F1-4897D288AE28}","T4-C-1","NA T4-1"
"{86A2FFF1-535D-4433-BE60-558BB3927C28}","T4-C-1","NA T4-1"
"{52CFED52-1872-4D40-9A87-4E9385713082}","T4-C-1","NA T4-1"
"{2C44EC86-1724-4532-846D-19190E17174E}","T4-C-1","NA T4-1"
"{2F3924C0-D48E-4945-94AE-F715F73370E3}","T4-C-1","NA T4-1"
"{119A2C0E-8783-4D34-BF7C-B42EABBFC3EC}","T4-C-1","NA T4-1"
"{0007DC41-FD3D-4721-B956-F6EFF44B9465}","T4-C-1","NA T4-1"
"{1A811DE7-1F8B-497A-BB71-F0CF636C7749}","V1-C-2","NA V1-9"
"{1A811DE7-1F8B-497A-BB71-F0CF636C7749}","V1-C-2","NA V1-6"
"{1A811DE7-1F8B-497A-BB71-F0CF636C7749}","V1-C-2","NA V1-8"
"{1A811DE7-1F8B-497A-BB71-F0CF636C7749}","V1-C-2","NA V1-7"
"{C15858AC-2CFF-436A-BED8-55BCD74DC0F2}","T4-C-1","NA T4-1"
"{7C9DB282-F27F-4BD7-81DE-F87C1FD0D407}","V12-C-1","NA V12-1"
"{3ED951F3-723B-4E0F-94B7-5FBBDF81CF07}","T4-C-1","NA T4-1"
"{BBD7A6FF-7525-44BA-979C-5C4566B2F5C8}","V12-C-1","NA V12-1"
"{9965C441-1319-450B-8A0A-E607337A7B10}","V1-C-5","NA V1-22"
"{9965C441-1319-450B-8A0A-E607337A7B10}","V1-C-5","NA V1-21"
"{123A272D-6691-444F-AF8F-BB004303DF12}","T4-C-9","NA T4-9"
"{001DD35C-C49F-4177-B487-D66512BBB15D}","T4-C-1","NA T4-1"
"{D2F87BFF-84E6-442D-A7E4-10294B046A42}","T4-C-2","NA T4-2"
"{FF58D60B-5E53-47B7-A695-D3FAE1E5C4F1}","T4-C-1","NA T4-1"
"{22AA4932-9E47-4DD2-A2DB-2E28F8806B4E}","T4-C-1","NA T4-1"
"{21970155-60A6-4F92-AE88-AD73AD3BF5D6}","T4-C-1","NA T4-1"
"{E55D847A-3F05-40E2-85DA-EEA56C7A7386}","T4-C-1","NA T4-1"
"{E154D67D-5D55-4771-A88E-B1CA311B954B}","V3-C-1","NA V3-2"
"{E154D67D-5D55-4771-A88E-B1CA311B954B}","V3-C-1","NA V3-5"
"{E154D67D-5D55-4771-A88E-B1CA311B954B}","V3-C-1","NA V3-1"
"{E154D67D-5D55-4771-A88E-B1CA311B954B}","V3-C-1","NA V3-7"
"{E154D67D-5D55-4771-A88E-B1CA311B954B}","V3-C-1","NA V3-3"
"{E154D67D-5D55-4771-A88E-B1CA311B954B}","V3-C-1","NA V3-4"
"{706E67D4-7640-4930-91A0-F19679AD293C}","T39-C-2","NA T39-4"
"{706E67D4-7640-4930-91A0-F19679AD293C}","T39-C-2","NA T39-3"
"{DD560BC0-7C61-4BFF-9799-BD066B8B90C9}","T4-C-1","NA T4-1"
"{1039B3DA-181F-431B-A496-75A01BE7B1B5}","T4-C-1","NA T4-1"
"{5C67FDC3-942C-4E8C-947B-B95B42FD2266}","V1-C-5","NA V1-22"
"{5C67FDC3-942C-4E8C-947B-B95B42FD2266}","V1-C-5","NA V1-21"
"{6CC68F01-F906-46B9-A4A7-0EC08CC5FAB7}","T4-C-1","NA T4-1"
"{FAD7AD99-4064-4575-9C1C-CD010C99844F}","T4-C-1","NA T4-1"
"{21B6A6E9-E543-49FF-A803-EE524DD9E704}","T4-C-1","NA T4-1"
"{5433F948-CC96-4FA2-A8B2-ADC55D2D4FDB}","T4-C-1","NA T4-1"
"{F146C57D-9A46-4180-B39D-788E469241EA}","T4-C-1","NA T4-1"
"{95B6520A-193F-47AE-8B23-7FF1136913F6}","T4-C-1","NA T4-1"
"{3285A34A-8F8A-4E62-9C20-19E3DE54B828}","T4-C-1","NA T4-1"
"{C934BA9A-D217-4995-B03F-F1A6DEED433B}","T4-C-1","NA T4-1"
"{7651CF56-61F6-4F9E-A396-5643C758B6B6}","T4-C-9","NA T4-9"
"{74B14028-C195-494D-B08B-DF42FA5F80F8}","T4-C-5","NA T4-5"
"{84AA8EB3-0B8B-4AC1-BDA8-58C13F325C1C}","V1-C-1","NA V1-5"
"{84AA8EB3-0B8B-4AC1-BDA8-58C13F325C1C}","V1-C-1","NA V1-2"
"{84AA8EB3-0B8B-4AC1-BDA8-58C13F325C1C}","V1-C-1","NA V1-3"
"{84AA8EB3-0B8B-4AC1-BDA8-58C13F325C1C}","V1-C-1","NA V1-1"
"{84AA8EB3-0B8B-4AC1-BDA8-58C13F325C1C}","V1-C-1","NA V1-4"
"{847C129D-7EA2-4A64-96AC-9786A40D52AC}","T4-C-1","NA T4-1"
"{71524B19-C0E6-4A8D-A98F-7D5CBBC95798}","T4-C-1","NA T4-1"
"{AC5CF4D5-9D78-4D88-B642-13677DE34422}","T4-C-1","NA T4-1"
"{72C024C9-FF0D-4BF9-8AE8-B707A124CAA9}","T4-C-1","NA T4-1"
"{05339CBC-8E7E-4538-A8F1-C26B7D0258C5}","V3-C-1","NA V3-2"
"{05339CBC-8E7E-4538-A8F1-C26B7D0258C5}","V3-C-1","NA V3-5"
"{05339CBC-8E7E-4538-A8F1-C26B7D0258C5}","V3-C-1","NA V3-1"
"{05339CBC-8E7E-4538-A8F1-C26B7D0258C5}","V3-C-1","NA V3-7"
"{05339CBC-8E7E-4538-A8F1-C26B7D0258C5}","V3-C-1","NA V3-3"
"{05339CBC-8E7E-4538-A8F1-C26B7D0258C5}","V3-C-1","NA V3-4"
"{2C322EBE-F533-427D-8CA8-2661847C38FE}","V3-C-1","NA V3-2"
"{2C322EBE-F533-427D-8CA8-2661847C38FE}","V3-C-1","NA V3-5"
"{2C322EBE-F533-427D-8CA8-2661847C38FE}","V3-C-1","NA V3-1"
"{2C322EBE-F533-427D-8CA8-2661847C38FE}","V3-C-1","NA V3-7"
"{2C322EBE-F533-427D-8CA8-2661847C38FE}","V3-C-1","NA V3-3"
"{2C322EBE-F533-427D-8CA8-2661847C38FE}","V3-C-1","NA V3-4"
"{32DE60C0-E1B3-4292-9598-0B62E23DE804}","V1-C-1","NA V1-5"
"{32DE60C0-E1B3-4292-9598-0B62E23DE804}","V1-C-1","NA V1-2"
"{32DE60C0-E1B3-4292-9598-0B62E23DE804}","V1-C-1","NA V1-3"
"{32DE60C0-E1B3-4292-9598-0B62E23DE804}","V1-C-1","NA V1-1"
"{32DE60C0-E1B3-4292-9598-0B62E23DE804}","V1-C-1","NA V1-4"
"{C318F387-103C-446A-9699-15483DBCD60E}","V1-C-5","NA V1-22"
"{C318F387-103C-446A-9699-15483DBCD60E}","V1-C-5","NA V1-21"
"{910214AC-F1A5-4C41-8790-FC319A76A12B}","T4-C-1","NA T4-1"
"{9DCE06C6-9A61-4295-889F-F1A5250502F1}","V1-C-5","NA V1-22"
"{9DCE06C6-9A61-4295-889F-F1A5250502F1}","V1-C-5","NA V1-21"
"{DF04A5B2-FD12-4496-AA99-02CCE4867DC2}","T4-C-1","NA T4-1"
"{ACC780C9-3849-44F9-9477-350E07C33EA1}","T4-C-1","NA T4-1"
"{613BD50A-4C82-4083-81B4-15830B28479A}","T4-C-1","NA T4-1"
"{EC9996DF-F4D7-43A6-ACD9-C9D58FFA14C1}","T36-C-1","NA T36-1"
"{2F8A2CE2-C594-4A92-B243-FBC3711A3F80}","T4-C-5","NA T4-5"
"{1FF5B867-F3C6-4EFD-A420-7CD6703186F4}","T4-C-9","NA T4-9"
"{1C671AC4-435C-497E-8614-B1CE26FA25B7}","T4-C-5","NA T4-5"
"{27D95775-1D05-40DC-B481-2524A956355B}","T4-C-1","NA T4-1"
"{8D8921F6-1ADE-4735-8D8B-FA0565BACAD2}","T4-C-1","NA T4-1"
"{3975D1E9-ABAE-40B1-BBCF-C1B666153937}","T4-C-1","NA T4-1"
"{6D141772-9EF5-4FE4-B4E8-26213E64BF5E}","T4-C-1","NA T4-1"
"{A8D8C06A-DAAF-46DE-BB9E-B56713023F54}","T36-C-1","NA T36-1"
"{3B958484-48C0-4F19-8DF9-FFACA3057BC8}","T36-C-1","NA T36-1"
"{0B3C1B40-7D84-46F3-AA68-7D0EDA51DA63}","T4-C-1","NA T4-1"
"{9DE33FDA-68DF-42CD-B873-2FA6005872D1}","T4-C-2","NA T4-2"
"{2D0309C2-6F2C-4B14-B5BC-071F0B6DC89F}","T4-C-1","NA T4-1"
"{45CD4D9E-C4D3-4EC4-9C93-529EDD0E20B7}","T4-C-2","NA T4-2"
"{B7F6ED60-4345-48AC-96F9-80B5ED020591}","T4-C-1","NA T4-1"
"{51BA7F37-B69B-40A1-96C5-AE3622000F76}","T4-C-1","NA T4-1"
"{C51864AE-1F72-456B-B81F-529D912B1149}","T4-C-1","NA T4-1"
"{7EE270E2-A4EF-4438-8B65-49B96603FFE2}","T36-C-1","NA T36-1"
"{0AF75B1D-0932-4C2A-84C3-3985ADB8B498}","T4-C-1","NA T4-1"
"{A23490BA-76CF-41C1-BC8D-C528522108AB}","T36-C-1","NA T36-1"
"{F197AEE5-E0C7-445F-9E4F-452759B5BAA0}","T4-C-5","NA T4-5"
"{92E0EA83-2C65-4F50-AC0F-04501764A660}","T4-C-1","NA T4-1"
"{8CBF850E-60F9-4F15-9864-D3D08B988AA1}","T4-C-1","NA T4-1"
"{AE6E47EB-A405-4201-B903-1FC12E470D68}","T4-C-1","NA T4-1"
"{633F7058-85FD-4BA2-B18D-2AA51B575A8A}","T4-C-2","NA T4-2"
"{C6B42CC6-7D06-4645-B2AD-C018C89A9705}","T4-C-1","NA T4-1"
"{A436FB0C-268B-4817-A38F-E50E3C6F9B21}","T4-C-1","NA T4-1"
"{18B55C49-6A85-46A0-8496-93FB8CF4A0FF}","T4-C-5","NA T4-5"
"{BCBE57D2-D9DA-440A-A7FA-6907C2F5F3B7}","T4-C-1","NA T4-1"
"{84D4AE08-EA0C-4C8B-95A4-0588872246E9}","V2-C-3","NA V2-5"
"{84D4AE08-EA0C-4C8B-95A4-0588872246E9}","V2-C-3","NA V2-6"
"{84D4AE08-EA0C-4C8B-95A4-0588872246E9}","V2-C-3","NA V2-8"
"{1AEF98E8-8ABA-4D06-B0C6-1B9E943DE083}","T4-C-2","NA T4-2"
"{FE59BEDB-240E-4863-804F-93CE5608A70C}","T4-C-2","NA T4-2"
"{83434635-05D6-4624-82CD-E31660C1AE46}","T4-C-2","NA T4-2"
"{6FB6F3F3-EA25-498E-887F-B49A40A800F7}","T4-C-2","NA T4-2"
"{B0F31472-A147-4D21-8BCE-5E8C6B90CC5C}","T4-C-2","NA T4-2"
"{96D4ECB3-95A0-46ED-BEAB-29226CC5E13F}","T4-C-1","NA T4-1"
"{69997210-5D1E-42D7-BF49-63285FF2F3B8}","T45-C-2","NA T45-3"
"{7742BCB6-C257-47D3-8BF9-115D7EFDCFBA}","T4-C-19","NA T4-19"
"{BBC0CF55-2FC2-4A35-AF97-EF4E61F18D9F}","T35-C-1","NA T35-1"
"{CDCCC52E-C55D-4078-BA7C-4E001EAB425D}","T45-C-2","NA T45-3"
"{5F362E13-F409-400A-AD44-AE371CB24312}","T41-C-1","T41-1"
"{7605E607-BD16-45F4-A2D2-DD78F13C09B0}","T4-C-3","NA T4-3"
"{4AA4D0DA-50B1-40B9-9298-F3CB00B29DB1}","T4-C-2","NA T4-2"
"{635907DE-67A9-4C50-B42C-DBA955701C9C}","T4-C-2","NA T4-2"
"{E76AF10E-CEBE-4073-B4B7-6EF457EB7F10}","T4-C-5","NA T4-5"
"{36B4566D-B8DC-4834-95F6-401CF588D249}","T4-C-5","NA T4-5"
"{99B790D5-5287-4483-80DC-3E7528D9C1E8}","T4-C-1","NA T4-1"
"{E6DB3487-6246-4F16-80BE-AD9394DE15C4}","T4-C-2","NA T4-2"
"{FEB2289F-698B-42AE-8014-C03782B9DAB1}","T4-C-5","NA T4-5"
"{3DF615AC-EA76-4038-9A97-CC42E3C3D6AA}","V2-C-2","NA V2-7"
"{3DF615AC-EA76-4038-9A97-CC42E3C3D6AA}","V2-C-2","NA V2-3"
"{3DF615AC-EA76-4038-9A97-CC42E3C3D6AA}","V2-C-2","NA V2-4"
"{DB000888-EFA2-4B9E-A3D2-F96386238ECD}","T4-C-2","NA T4-2"
"{E205DE4F-FA7B-4E03-8C87-AE989CF5BFCD}","V1-C-6","NA V1-24"
"{E205DE4F-FA7B-4E03-8C87-AE989CF5BFCD}","V1-C-6","NA V1-23"
"{337160CE-18D5-45C2-A44F-B4C233F9D8C1}","T41-C-1","T41-1"
"{B8BBADD7-714C-42CC-8874-2822CC560F0B}","T41-C-1","T41-1"
"{316E7405-ACE4-4F18-A810-9F4AF3DDE44A}","T4-C-2","NA T4-2"
"{E2A23A71-3E73-416C-8AA4-F4BF534739C3}","T45-C-3","NA T45-4"
"{7427BD86-2255-42BD-90A6-9364FA908063}","T4-C-5","NA T4-5"
"{BDE356FD-937B-4FCC-9F04-853D79C65118}","T4-C-5","NA T4-5"
"{24A3070E-EA3A-4955-B869-8D312C232F93}","T4-C-5","NA T4-5"
"{F09C5D76-3E42-43CA-B727-604599A68244}","T4-C-5","NA T4-5"
"{FBF05025-0587-4284-834C-8F0DC9C98B6E}","T41-C-1","T41-1"
"{8EE2DC26-5E1D-4933-926F-E5F0E156F1F5}","T4-C-5","NA T4-5"
"{F291CEBA-1576-4AEE-8402-419975B1B7BB}","T43-C-1","T43-1"
"{67D3AC76-B909-4E45-B87F-D907808E1D65}","T4-C-5","NA T4-5"
"{21507BB5-332E-45AB-9BBE-D4E149BCC580}","T4-C-3","NA T4-3"
"{1B78498D-D2C3-4CB7-832E-D4BBD7758554}","T4-C-2","NA T4-2"
"{AF4FF1E0-C476-49E8-A434-B7D8C7F0AF3A}","T4-C-2","NA T4-2"
