"globalid","kartleggingsenhet_1m2","ano_GT"
"{59C9DE66-F376-45A8-9698-D13F4BD50A09}","T1-C-2","NA T1-23"
"{59C9DE66-F376-45A8-9698-D13F4BD50A09}","T1-C-2","NA T1-22"
"{59C9DE66-F376-45A8-9698-D13F4BD50A09}","T1-C-2","NA T1-4"
"{59C9DE66-F376-45A8-9698-D13F4BD50A09}","T1-C-2","NA T1-34"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-44"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-43"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-3"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-23"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-22"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-4"
"{3083FB13-4C74-4FFE-A9A7-DE512D0A71D2}","T1-C-2","NA T1-34"
"{232E735F-0784-49E0-B141-914FE533B1C7}","T3-C-1","NA T3-1"
"{57EC58DE-549F-4C8A-A542-BAFFF6E5A4C4}","T3-C-2","NA T3-2"
"{A4C539A2-8901-4AFD-8849-895835A3F130}","T3-C-2","NA T3-2"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-44"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-43"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-3"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-23"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-22"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-4"
"{F66B4E4A-2C02-45D3-A068-8DCA41BD828F}","T1-C-2","NA T1-34"
"{772C9CD9-3C80-4111-89B9-EBCE8E65B753}","V2-C-1","NA V2-2"
"{772C9CD9-3C80-4111-89B9-EBCE8E65B753}","V2-C-1","NA V2-1"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-44"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-43"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-3"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-23"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-22"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-4"
"{E6209065-E7A1-497D-A0CC-4FDA353E46C6}","T1-C-2","NA T1-34"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-44"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-43"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-3"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-23"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-22"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-4"
"{937FA7B4-D827-4C55-AC22-ECE6497F6174}","T1-C-2","NA T1-34"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-44"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-43"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-3"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-23"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-22"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-4"
"{626D0D52-3EE1-42B1-B3B0-0FE273B237F3}","T1-C-2","NA T1-34"
"{E6DDFC65-ED64-4BEB-AE5C-11CB4521A958}","V2-C-1","NA V2-2"
"{E6DDFC65-ED64-4BEB-AE5C-11CB4521A958}","V2-C-1","NA V2-1"
"{04C7122E-6369-4646-89A9-B9016849A60A}","V2-C-1","NA V2-2"
"{04C7122E-6369-4646-89A9-B9016849A60A}","V2-C-1","NA V2-1"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-69"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-61"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-33"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-62"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-70"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-41"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-2"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-21"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-42"
"{D6287894-A97C-4ED9-A5DF-A4ED56F2B97F}","T1-C-1","NA T1-1"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-69"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-61"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-33"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-62"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-70"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-41"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-2"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-21"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-42"
"{714BF1AF-79D0-43B8-8565-4F78AA2D7C78}","T1-C-1","NA T1-1"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-69"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-61"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-33"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-62"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-70"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-41"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-2"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-21"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-42"
"{46F39539-6A53-4168-9220-8A2A460E0368}","T1-C-1","NA T1-1"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-69"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-61"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-33"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-62"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-70"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-41"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-2"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-21"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-42"
"{5576D93B-CD9E-43F1-A204-9D5FC169F865}","T1-C-1","NA T1-1"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-44"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-43"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-3"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-23"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-22"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-4"
"{4D4F5DB9-D740-443C-A4CE-0E7D86FA78FA}","T1-C-2","NA T1-34"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-44"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-43"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-3"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-23"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-22"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-4"
"{A0D09519-0D00-4693-AD6C-257C9ABCC461}","T1-C-2","NA T1-34"
"{6CC81AE1-F58F-4358-98DE-3211088AF473}","",NA
"{9A2580FD-0FA6-467F-A6C9-418AD625AAFC}","",NA
"{84193DC5-6D11-4114-8ED6-02C266A06B48}","T4-C-1","NA T4-1"
"{8DE9F11B-B5F8-47CD-A7AF-E0238520992E}","T4-C-1","NA T4-1"
"{6CDCA733-6EC7-46D1-A4A8-46D029B22C12}","T4-C-1","NA T4-1"
"{9015BFA9-1C2C-4B89-8118-B99F8152D675}","T45-C-3","NA T45-4"
"{84C0B3C2-4596-443E-A718-9275A2215FC5}","T4-C-1","NA T4-1"
"{EF4C8868-0475-4748-BD50-C2121888DD0C}","T4-C-1","NA T4-1"
"{760FBD81-A889-4770-BA09-6C21DC1F1F89}","T40-C-1","T40-1"
"{AF2C3679-0DA3-4509-9470-14C8AB13408D}","T35-C-1","NA T35-1"
"{AFFFF2E7-5601-46AA-AA88-332FFA459D3C}","T4-C-1","NA T4-1"
"{4A33FF78-C3B9-4D55-8481-EAABCF246DBD}","V1-C-5","NA V1-22"
"{4A33FF78-C3B9-4D55-8481-EAABCF246DBD}","V1-C-5","NA V1-21"
"{60DC923E-553C-41F7-9EF2-05725AD3751E}","T4-C-6","NA T4-6"
"{73A38B5C-C40A-425E-A6FC-59545DD36E0C}","T4-C-2","NA T4-2"
"{25480ECA-D348-4440-BA58-080B09401242}","T17-C-1","NA T17-1"
"{3050B752-85D3-4FF6-B404-0A3DC98B1D56}","V1-C-8","NA V1-27"
"{3050B752-85D3-4FF6-B404-0A3DC98B1D56}","V1-C-8","NA V1-29"
"{3050B752-85D3-4FF6-B404-0A3DC98B1D56}","V1-C-8","NA V1-31"
"{3050B752-85D3-4FF6-B404-0A3DC98B1D56}","V1-C-8","NA V1-28"
"{32D51A92-D87E-47C8-8C69-5B6F75B33D8D}","T31-C-2","NA T31-2"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-72"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-63"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-5"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-46"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-6"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-24"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-64"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-71"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-35"
"{1AAAED9C-C94E-40B4-ACE8-BC8597FB0934}","T1-C-3","NA T1-45"
"{14122586-D841-4021-85E1-F6DB1354A1A0}","T31-C-8","NA T31-8"
"{48B4187F-694C-423E-A8B1-9B669C828A45}","T31-C-5","NA T31-5"
"{B6E0CF2B-29FF-4BEE-B4ED-9842F0FB3FA7}","T31-C-2","NA T31-2"
"{8A8238C6-E26C-4163-A06D-84A3CCB351C4}","T31-C-2","NA T31-2"
"{7DF2078C-4060-447C-9FF5-41CE3C8C7CE6}","T4-C-19","NA T4-19"
"{9F502B1C-456F-4D4D-B64D-10E1CA16D2FA}","T4-C-11","NA T4-11"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-16"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-17"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-20"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-14"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-19"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-18"
"{56A399C2-64D4-415B-B06F-64E11DB40C9A}","V1-C-4","NA V1-15"
"{CD17EB55-CBED-4EF1-B340-60201D3E1ECE}","T2-C-1","NA T2-1"
"{611C1DF3-84B3-460B-8DA1-CE719463AA3F}","V1-C-3","NA V1-12"
"{611C1DF3-84B3-460B-8DA1-CE719463AA3F}","V1-C-3","NA V1-11"
"{611C1DF3-84B3-460B-8DA1-CE719463AA3F}","V1-C-3","NA V1-10"
"{611C1DF3-84B3-460B-8DA1-CE719463AA3F}","V1-C-3","NA V1-13"
"{B6EB776D-B9EA-4F34-B055-E2D9C7862621}","V1-C-2","NA V1-9"
"{B6EB776D-B9EA-4F34-B055-E2D9C7862621}","V1-C-2","NA V1-6"
"{B6EB776D-B9EA-4F34-B055-E2D9C7862621}","V1-C-2","NA V1-8"
"{B6EB776D-B9EA-4F34-B055-E2D9C7862621}","V1-C-2","NA V1-7"
"{01AD15B3-CF54-4AE1-A4D8-300861A07891}","V1-C-6","NA V1-24"
"{01AD15B3-CF54-4AE1-A4D8-300861A07891}","V1-C-6","NA V1-23"
"{202C6E0D-7500-4131-9A04-753D5556A45A}","V1-C-3","NA V1-12"
"{202C6E0D-7500-4131-9A04-753D5556A45A}","V1-C-3","NA V1-11"
"{202C6E0D-7500-4131-9A04-753D5556A45A}","V1-C-3","NA V1-10"
"{202C6E0D-7500-4131-9A04-753D5556A45A}","V1-C-3","NA V1-13"
"{D22C4C11-40AC-4136-B33D-BB16D9AE582E}","V1-C-6","NA V1-24"
"{D22C4C11-40AC-4136-B33D-BB16D9AE582E}","V1-C-6","NA V1-23"
"{5EE91FFD-BF2E-4C7D-AD7F-6C5E19AA419C}","V1-C-5","NA V1-22"
"{5EE91FFD-BF2E-4C7D-AD7F-6C5E19AA419C}","V1-C-5","NA V1-21"
"{25B03EE7-2215-4E70-94C2-B133E9066459}","T4-C-1","NA T4-1"
"{91957DE0-2FE3-4D06-A24F-BA933F4DBC47}","T4-C-1","NA T4-1"
"{DA623E03-2569-4D83-B5AA-F31E6A67575C}","T4-C-5","NA T4-5"
"{58CD4CE1-6CB1-4228-8876-96D47C8D3BD8}","V1-C-5","NA V1-22"
"{58CD4CE1-6CB1-4228-8876-96D47C8D3BD8}","V1-C-5","NA V1-21"
"{D03A74DA-F9F2-4B38-A22B-9F45FF2039B2}","T4-C-1","NA T4-1"
"{45BE2E4B-E87D-4AC3-AB75-F260F07F3241}","T32-C-3","NA T32-3"
"{0A47E19A-3D05-4099-98CB-29D46E6888C9}","T43-C-1","T43-1"
"{DCC49705-C59A-4791-93ED-C9D67501253A}","V1-C-3","NA V1-12"
"{DCC49705-C59A-4791-93ED-C9D67501253A}","V1-C-3","NA V1-11"
"{DCC49705-C59A-4791-93ED-C9D67501253A}","V1-C-3","NA V1-10"
"{DCC49705-C59A-4791-93ED-C9D67501253A}","V1-C-3","NA V1-13"
"{151F07D0-5900-4A1C-8F9C-423801F0AE7A}","V1-C-5","NA V1-22"
"{151F07D0-5900-4A1C-8F9C-423801F0AE7A}","V1-C-5","NA V1-21"
"{13358ABA-91AA-4C3E-BFC4-ADDBB5B9BFC7}","T4-C-2","NA T4-2"
"{F473DFA0-A871-40C2-A079-A8A8A70561BB}","T2-C-1","NA T2-1"
"{814C78C0-5B90-4CED-9D33-BB7770810739}","T4-C-1","NA T4-1"
"{E5D93FDC-39BC-4101-BE5B-757BD07A8B30}","T4-C-1","NA T4-1"
"{8F8F7CB0-483F-4AA6-9E31-7EA1264AC033}","T4-C-2","NA T4-2"
"{654CB463-5865-4AAC-A2CB-A7E48C59FEB8}","V1-C-5","NA V1-22"
"{654CB463-5865-4AAC-A2CB-A7E48C59FEB8}","V1-C-5","NA V1-21"
"{C644D838-B665-49FF-8F63-2F75F23E2023}","T4-C-1","NA T4-1"
"{F618B5B5-FE4A-4EBE-9B74-6C84C2EB4F1E}","T4-C-1","NA T4-1"
"{E9368507-53EC-4BC4-AE5D-0C56E9CD37AB}","T4-C-1","NA T4-1"
"{AD00A732-342F-4FAA-A65A-853F929C0047}","T4-C-1","NA T4-1"
"{B59DAE55-4338-4A48-A471-D48630E799BA}","V1-C-6","NA V1-24"
"{B59DAE55-4338-4A48-A471-D48630E799BA}","V1-C-6","NA V1-23"
"{888179D6-8D45-4C50-9BA7-AD6DE85D7E0C}","T4-C-1","NA T4-1"
"{9DA98A1A-B9E9-4A9B-81D6-F94A65096003}","T4-C-1","NA T4-1"
"{7794F783-9B9A-4D40-8D59-5C49CA2D3701}","T4-C-1","NA T4-1"
"{48112572-7345-4002-8D10-00098E8EE635}","T4-C-1","NA T4-1"
"{CF5B5FC2-D282-41F7-8878-BFA7284A3D95}","T4-C-1","NA T4-1"
"{5CA5D040-D677-4674-B169-AFE01D64BF79}","T4-C-2","NA T4-2"
"{5CC6DF12-DBBB-4B56-90DC-624CFB32A1FA}","T4-C-2","NA T4-2"
"{3759083E-4850-4DE5-B03A-F7263FAB65DC}","T4-C-2","NA T4-2"
"{049F838F-C929-406A-ACB3-64EDEDB51E57}","T4-C-2","NA T4-2"
"{63268AA9-6C73-46AC-960C-E5DD9EC6BA76}","F8-C-1","NA F8-1"
"{D8F2939F-CD2F-4B68-AF4F-557471A31E2A}","T4-C-2","NA T4-2"
"{DA829A21-2E70-4049-A4CA-EAA4C65A113B}","T4-C-1","NA T4-1"
"{4735AC4C-4E51-49A9-8407-FB9B5151917A}","V1-C-2","NA V1-9"
"{4735AC4C-4E51-49A9-8407-FB9B5151917A}","V1-C-2","NA V1-6"
"{4735AC4C-4E51-49A9-8407-FB9B5151917A}","V1-C-2","NA V1-8"
"{4735AC4C-4E51-49A9-8407-FB9B5151917A}","V1-C-2","NA V1-7"
"{B0ED2A69-B773-4917-AC07-C4ED4FB682A5}","T4-C-2","NA T4-2"
"{B8FDB3A5-D2E9-4644-A240-30650C28E54A}","V1-C-5","NA V1-22"
"{B8FDB3A5-D2E9-4644-A240-30650C28E54A}","V1-C-5","NA V1-21"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-44"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-43"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-3"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-23"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-22"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-4"
"{E406625A-7E60-49B8-B19A-ED3C9D24FB7B}","T1-C-2","NA T1-34"
"{FEBA8222-996F-495F-8885-DD5E5AD8E54E}","T38-C-1",NA
"{D60E57C3-21A6-433A-8B02-E1F67A0FEFAA}","V1-C-5","NA V1-22"
"{D60E57C3-21A6-433A-8B02-E1F67A0FEFAA}","V1-C-5","NA V1-21"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-44"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-43"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-3"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-23"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-22"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-4"
"{5E8F6C03-EF68-4D0C-A98D-75FFEA95F138}","T1-C-2","NA T1-34"
"{A355555E-CAE2-47EC-92F2-0EB808C21660}","T4-C-1","NA T4-1"
"{2C8F9062-8167-4AAE-A7C7-140F4AB9DDF5}","T4-C-1","NA T4-1"
"{8AD690FC-E085-4D47-96C9-21DB36ADD7CF}","T4-C-1","NA T4-1"
"{AE4CDD61-BB07-46F3-B617-2CAA07A4FA4A}","T3-C-5","NA T3-5"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-50"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-49"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-65"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-74"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-66"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-37"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-10"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-9"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-73"
"{4C31567B-026D-41D9-A85E-091BB8634980}","T1-C-5","NA T1-27"
"{1337A644-3DEE-4F68-A090-EF6458D1E30C}","T3-C-5","NA T3-5"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-36"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-8"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-47"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-26"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-48"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-25"
"{5B8329D9-5987-411B-AF99-0B635C6AB905}","T1-C-4","NA T1-7"
"{5DE332C6-39E3-4227-821C-F8EFDDCB7DEF}","T16-C-4","NA T16-4"
"{FEC382B3-4837-43DD-944D-5E0D0649E0F0}","T2-C-1","NA T2-1"
"{EC6EE008-A94B-4CD2-AC66-D3DDDB07429F}","V1-C-8","NA V1-27"
"{EC6EE008-A94B-4CD2-AC66-D3DDDB07429F}","V1-C-8","NA V1-29"
"{EC6EE008-A94B-4CD2-AC66-D3DDDB07429F}","V1-C-8","NA V1-31"
"{EC6EE008-A94B-4CD2-AC66-D3DDDB07429F}","V1-C-8","NA V1-28"
"{523C41E0-5764-44F4-94A2-F6F63E70BA4F}","T2-C-3","NA T2-3"
"{DDEC7A49-C346-422E-BEDB-734FE7B537E0}","T4-C-2","NA T4-2"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-50"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-49"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-65"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-74"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-66"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-37"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-10"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-9"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-73"
"{A4CC11B2-E67A-4CA7-86E2-C59FC2D0CF6C}","T1-C-5","NA T1-27"
"{05C9222A-CB10-438C-A694-55DB5E76EF83}","T39-C-1","NA T39-1"
"{05C9222A-CB10-438C-A694-55DB5E76EF83}","T39-C-1","NA T39-2"
"{2F241F03-4960-47CB-81AC-92CE355F301A}","V1-C-1","NA V1-5"
"{2F241F03-4960-47CB-81AC-92CE355F301A}","V1-C-1","NA V1-2"
"{2F241F03-4960-47CB-81AC-92CE355F301A}","V1-C-1","NA V1-3"
"{2F241F03-4960-47CB-81AC-92CE355F301A}","V1-C-1","NA V1-1"
"{2F241F03-4960-47CB-81AC-92CE355F301A}","V1-C-1","NA V1-4"
"{D907C437-52B7-4E52-B62D-48FE5330D02C}","T3-C-2","NA T3-2"
"{3D8F8266-B1BC-462D-8D27-B5CDA2AFE1A6}","T3-C-1","NA T3-1"
"{3E988CF0-2F57-49E1-BDEA-648358A92E33}","T3-C-5","NA T3-5"
"{D42DABE4-B959-451A-962B-B6D607C8073E}","T3-C-2","NA T3-2"
"{40235C2F-5328-43A1-8EBD-569DE5F5FBEC}","T4-C-6","NA T4-6"
"{2FEF3092-B5D1-4EF8-9BA3-0A3CDAAA9629}","V1-C-1","NA V1-5"
"{2FEF3092-B5D1-4EF8-9BA3-0A3CDAAA9629}","V1-C-1","NA V1-2"
"{2FEF3092-B5D1-4EF8-9BA3-0A3CDAAA9629}","V1-C-1","NA V1-3"
"{2FEF3092-B5D1-4EF8-9BA3-0A3CDAAA9629}","V1-C-1","NA V1-1"
"{2FEF3092-B5D1-4EF8-9BA3-0A3CDAAA9629}","V1-C-1","NA V1-4"
"{47D483CB-5CE9-47EC-A778-B0BBA61C112F}","",NA
"{FBBF1DE0-A64F-403F-9D6D-E76BA9C8C369}","T27-C-2","NA T27-2"
"{C355AA31-6AD5-4A85-A7ED-935902362507}","T3-C-3","NA T3-3"
"{AD89190C-3F39-4DCE-8C4C-107A55B7CA82}","T3-C-2","NA T3-2"
"{AB190FE5-BE25-4148-A9C1-EC15785F06FF}","T4-C-1","NA T4-1"
"{5D63E381-E3E4-491E-9FE8-F492F9E2B555}","T4-C-2","NA T4-2"
"{92416CFB-6F1C-4A7C-933E-6930B9239BF5}","T4-C-3","NA T4-3"
"{E5A7284B-A23A-4611-A659-C6C7EE3DE5D5}","T4-C-2","NA T4-2"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-36"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-8"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-47"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-26"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-48"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-25"
"{FF9D6908-FD30-4E72-9017-4E98EF2441E2}","T1-C-4","NA T1-7"
"{6A50C9F7-F5C3-4E52-9F42-AFB09F89D372}","T4-C-2","NA T4-2"
"{A13AA6EF-6395-4930-B5C7-A12FB2584364}","T1-C-4","NA T1-36"
"{A13AA6EF-6395-4930-B5C7-A12FB2584364}","T1-C-4","NA T1-8"
